Организация,Ссылка,Адрес,Раздел,Категория,Тип,Отзывов,Заголовок,Отзыв,Тег,Оценка,Дата посещения,Дата отзыва,Количество лайков,Имя,Профиль,Количество подписок,Количество подписчиков,Количество публикаций,Количество блаодарностей,Критик уровня,Количество посещенных городов,Место проживания,Год регистрации
Garmoniya Sanatoriy,https://www.tripadvisor.ru/Hotel_Review-g298516-d13480867-Reviews-Garmoniya_Sanatoriy-Perm_Perm_Krai_Volga_District.html,"35 Vstrechnaya Ulitsa 1, Пермь 614065 Россия",Отели,Отели,Отели,1,"Отличное, доброе и уютное место!","Останавливался в этом санатории во время соревнований, бюджет собственный, тратить много не хотелось. Место просто отличное, а особенно впечатлила столовая в этом заведении: она работает в раннего утра до 11-ти вечера и предлагает ассотримент больше чем в некоторых ресторанах! В холле - бильярдная, большая собственная парковка, все как надо!",,5,февраль 2018 г.,июнь 2018 г.,0,borovec89,https://www.tripadvisor.ru/Profile/borovec89,0,0,2,0,0,2,"Ульяновск, Россия",июнь 2018 г.
Hostel BP,https://www.tripadvisor.ru/Hotel_Review-g298516-d8864425-Reviews-Hostel_BP-Perm_Perm_Krai_Volga_District.html,"ул. Беляева 8, Пермь 614022 Россия",Отели,Отели,Отели,1,Обстановка радует глаз,"Останавливалась здесь на сутки, когда приезжала на концерт 3DG (До СК Сухарева кстати дошла пешком, минут 15), так вышло, что была одна в целом хостеле, ремонт свежий и приятный, чисто и уютно, кухня совсем крошечная, но тк я была одна одинёшенька мне было в самый раз, в ванной также приятно находиться. Ресепшен работает круглые сутки, мне даже напомнили рано утром о моем автобусе, чтобы я не проспала. Отличное место.",,5,март 2016 г.,отзыв нояб. 2016,0,sAint R,https://www.tripadvisor.ru/Profile/204saintr,0,0,25,11,3,9,"Ижевск, Россия",сент. 2016 г.
AurA Aquarelle Hotel,https://www.tripadvisor.ru/Hotel_Review-g298516-d2398356-Reviews-AurA_Aquarelle_Hotel-Perm_Perm_Krai_Volga_District.html,"ул. Пушкина 73а, Пермь 614000 Россия",Отели,Отели,Отели,2,Выбрали этот отель и не пожалели,"Новый отель 2019 года. Удобное расположение, выйдя на Комсомольский проспект и повернув налево, видна Пермская художественная галерея в кафедральном Спасо-Преображенском соборе. Если к нему направится, слева – скульптура «Пермяк – солёные уши», состоящий из двух частей (рамка с ушами и фигура фотографа). Рядом есть магазин. Улица довольно оживлённая, много маршрутов автобусов, которые было слышно ранним утром. Рецепшен находится на 2 этаже. Здесь же имеются различные путеводители по городу, свежие газеты. Окна нашего номера 305 выходили во двор, из одного из них была видна веранда кафе с уютными столиками. Шторы плотные, не пропускают солнечный свет по утрам. Есть кондиционер. Имеются тапочки, шкаф, письменный стол, тумбочка с холодильном, подставка для чемодана, чайник с набором чаёв (не обновлялся), кофе, сахара. Приятно что каждый день ставили бутылочки с водой. Звукоизоляция недостаточная. Хорошее белое постельное бельё, удобная кровать, у каждого по 2 нормальных подушки, что бывает редко. Ванная комната довольно просторная, имеется душевая кабина, фен, халат. Сантехника новая. Подача воды не всегда отрегулирована. В наличие бутылочки с шампунем+кондиционер, гелем для душа, кремом для тела, который не выливается. Заменили на нормальный. Также есть гель в диспансере. Не хватает увеличивающего зеркала. Завтраки проходят в расположенном на 1 этаже кафе «Хуторок». Завтраки необходимо заказывать накануне из предложенных нескольких позиций на определённое время. Что удобно и неудобно одновременно. Вай-фай предложен не был. Для повышения комфортности проживания рекомендовала бы наличие сейфа в номере и лавочки перед входом.",,4,июль 2022 г.,авг. 2022 г.,0,Nata_C007,https://www.tripadvisor.ru/Profile/Nata_C007,0,0,680,240,6,293,Москва,авг. 2013 г.
AurA Aquarelle Hotel,https://www.tripadvisor.ru/Hotel_Review-g298516-d2398356-Reviews-AurA_Aquarelle_Hotel-Perm_Perm_Krai_Volga_District.html,"ул. Пушкина 73а, Пермь 614000 Россия",Отели,Отели,Отели,2,Отличный отель,"В номерах чисто, уютно. Приятные свежий запах. Очень удобная двуспальная кровать. Своя парковка. На первом этаже уютный украинский ресторанчик с прекрасными завтраками (включены в стоимость номера). Приветливый персонал, цены более чем адекватные. Нам понравилось, рекомендую!",,5,сентябрь 2021 г.,сент. 2021 г.,0,carsman012,https://www.tripadvisor.ru/Profile/carsman012,0,1,208,101,6,37,"с. Нурма, Россия",сент. 2013 г.
Хостел №1 Hostel No. 1,https://www.tripadvisor.ru/Hotel_Review-g298516-d7387356-Reviews-Hostel_No_1-Perm_Perm_Krai_Volga_District.html,"ул. Эпроновская, 15, Пермь 614000 Россия",Отели,Отели,Отели,1,Для небрезгливых терпимо!,"Хостел расположен на территории рынка, на втором этаже одного из павильонов. Исходя из этого в хостеле проживают в основном работники рынка. В комнате в которой я жил не было окна, но вентиляция работала нормально, также в комнате имеется кондиционер. Постель вся застиранная, матрацы тонкие, подушки худые. Над каждой койкой имеется розетка и бра. На кухне имеется четырёхконфорочная электроплита, плюс в дополнение к ней двухконфорочная электроплитка. Также имеется микроволновка. С посудой скудно, тарелки вилки и ложки одноразовые, чашек мало. Ножей я вообще не увидел. Но зато много сковородок и кастрюль. В хостеле весёлая и доброжелательная администратор. При всех минусах есть один хороший плюс, стоимость проживания за 2 ночи - 600 руб",,3,март 2018 г.,отзыв март 2018,0,Юрец П,https://www.tripadvisor.ru/Profile/F5743XX_,0,3,118,47,5,306,"Москва, Россия",март 2015 г.
Комната длительного отдыха Komnaty Dlitelnogo Otdykha,https://www.tripadvisor.ru/Hotel_Review-g298516-d19882439-Reviews-Komnaty_Dlitelnogo_Otdykha-Perm_Perm_Krai_Volga_District.html,"Ленина, 89, Пермь 614990 Россия",Отели,Отели,Отели,1,"""Ночлег"" на вокзале","БРОНИРОВАНИЕ Очно. По-другому никак. Отдельным отелем это не является и бронирования онлайн нет.  ПАРКОВКА. Наземная, на территории привокзальной площади.  ЛОББИ. Рабочее место регистратора находится на третьем этаже, при входе. Выглядит всё сумбурно и непонятно. Информационных стендов, вежливых сотрудников и т.д. - ничего этого нет. Есть женщина за столом и всё.  ПЕРСОНАЛ. Помимо сотрудника, регистрирующего бедолаг, попавших в ситуацию необходимости ночевать в таких условиях вы можете встретить уборщиц или какой-то прочий вокзальный персонал, который по делу и не только может появиться в зоне отдыха гостей и громко общаться. Даже ночью. Очень плохо.  НОМЕР Зимой 2019 г. кровать в двухместной комнате стоила 350 руб. на 6 часов. Комната не закрывается. Просто приходишь ночью, а там спит какой-то человек, а ты ложишься на соседнюю ""койку"". Туалет на этаже. Больше всего это напоминает плохую больницу. Удобств минимум. В гигиенических целях спать лучше в одежде.  УБОРКА В НОМЕРЕ Оценить состояние комнаты объективно трудно. Вокзальный запах и плохое освещение блокирую возможность объективной оценке. Но пыль и грязь видна даже так. Белье на кроватях при этом выглядит чистым.  ПИТАНИЕ Сервис питания отсутствует. Можете воспользоваться кафе вокзала на 1 этаже. На свой страх и риск.  ЛОКАЦИЯ Адрес отеля: ул. Ленина, д. 89, Пермь. Здание вокзала ПЕРМЬ-II.",,2,март 2019 г.,отзыв янв. 2020,1,Константин А,https://www.tripadvisor.ru/Profile/Z6491MY_,0,0,1 172,237,6,38,"Киров, Россия",окт. 2015 г.
Отель Gall&Anna Hotel Gall & Anna,https://www.tripadvisor.ru/Hotel_Review-g298516-d6667983-Reviews-Hotel_Gall_Anna-Perm_Perm_Krai_Volga_District.html,"Космонавтов шоссе, 166, Пермь 614000 Россия",Отели,Отели,Отели,6,"Притон, да и только...","Заказывали номер люкс, в итоге, когда приехали, оказалось, что номер нам поменяли (ибо всё занято), а в качестве компенсации дали сладкую газировку с красителями под видом ""шампанского"". Девушка на ресепшен жарила курицу, запах был на всё помещение, разговаривает а-ля гоп-стоп по-пермски. Номер. Выглядит красиво, на что мы к большому сожалению, и повелись, но, при более тщательном осмотре всплыли все его ""прелести""... Ванная комната, если этот закуток можно так назвать, ооочень маленькая, настолько маленькая, что когда, простите за подробности, сидишь на унитазе, упираешься плечом в раковину, которая того и гляди отвалится. Джакузи стоит прямо в комнате, с черным грибком, запахом хлорки, после непосредственного использования сего корыта, вся комната просто запотевает, чтобы открыть окно нужно залезть на подоконник и хорошенько постараться дотянуться. Кровать с несвежим бельем, как и ужасные леопардовые халаты с белыми волосами от прежних жильцов. К слову, кроме нас НИКОГО НЕ БЫЛО, хотя, сказали, мол всё занято. Нет, все двери раскрыты, ни одного человека, решетки на окнах, дверь в сам ""отель"" откроют вам только по предварительному звонку, если не сделать этого, то с виду кажется все закрыто, света нет, и вообще никого тут нет. Дверь в номер закрывается как изнутри, так и самим администратором, т. е. пока администратор, та гоподевушка не нажмет кнопочку, дверь будет заблокирована. Все это наталкивает на мысли, что это не отель, а настоящий притон для ""своих постоянных клиентов"", которые могут нагрянуть с девушками легкого поведения. Больше мы туда ни ногой, это была самая кошмарная ночь. Кстати, въезд в 18 ч., выезд в 10 ч., и всё это ""удовольствие"" за три с лишним тысячи!",,1,декабрь 2018 г.,нояб. 2019 г.,0,Dasha,https://www.tripadvisor.ru/Profile/DaruRya,0,0,3,0,0,1,,нояб. 2019 г.
Отель Gall&Anna Hotel Gall & Anna,https://www.tripadvisor.ru/Hotel_Review-g298516-d6667983-Reviews-Hotel_Gall_Anna-Perm_Perm_Krai_Volga_District.html,"Космонавтов шоссе, 166, Пермь 614000 Россия",Отели,Отели,Отели,6,Пикатная ванная,"Оставив ребенка бабушке решили с мужем немного отдохнуть. Первым нашим привалом оказалась Пермь (давно хотела здесь побывать). Заранее забронировали этот отель. Номер оказался очень ярким, пикантный балдахин на ванной, которая на минуточку находится прямо в номере! В итоге весь отдых мы только ее и вспоминали.",,3,июль 2018 г.,отзыв июль 2018,0,Дарья Ф,https://www.tripadvisor.ru/Profile/V2106RL_,0,0,19,7,3,9,,июль 2018 г.
Отель Gall&Anna Hotel Gall & Anna,https://www.tripadvisor.ru/Hotel_Review-g298516-d6667983-Reviews-Hotel_Gall_Anna-Perm_Perm_Krai_Volga_District.html,"Космонавтов шоссе, 166, Пермь 614000 Россия",Отели,Отели,Отели,6,"Хорошая гостиница, но...","Останавливался в этом отеле в январе 2016 г. Номера в отеле хорошие, чистые, уютные, выглядят очень дорого. С утра предлагается завтрак. Из минусов: отелем это заведение назвать сложно, так как это первый этаж жилого дома (выкупленные квартиры - переделанные под гостиницу). Находится отель где-то на окраине Перми (от центра далековато).  Во дворе дома есть магазин.",,4,январь 2016 г.,отзыв янв. 2016,0,Алексей Л,https://www.tripadvisor.ru/Profile/C618HD_,2,0,719,215,6,71,"Москва, Россия",авг. 2014 г.
Отель Gall&Anna Hotel Gall & Anna,https://www.tripadvisor.ru/Hotel_Review-g298516-d6667983-Reviews-Hotel_Gall_Anna-Perm_Perm_Krai_Volga_District.html,"Космонавтов шоссе, 166, Пермь 614000 Россия",Отели,Отели,Отели,6,Не очень!,"Были в феврале, номер прокуренный.В отеле всего 4 или 5 номеров, было тихо, скорее всего мы были одни или никого не встретили из жильцов. Не очень свежее постельное белье. Завтрак никакой, кафе нет. Парковка рядом. Вай-фай хороший. В номере тепло. Соотношение цены и качества в принципе соответствует.",,3,февраль 2015 г.,отзыв авг. 2015,0,Надежда Г,https://www.tripadvisor.ru/Profile/Storyteller377559,0,0,22,1,3,7,,авг. 2012 г.
Отель Gall&Anna Hotel Gall & Anna,https://www.tripadvisor.ru/Hotel_Review-g298516-d6667983-Reviews-Hotel_Gall_Anna-Perm_Perm_Krai_Volga_District.html,"Космонавтов шоссе, 166, Пермь 614000 Россия",Отели,Отели,Отели,6,Только если на одну ночь,"Отель находится на краю города - по дороге в аэоропорт. Место достаточно шумное, так как рядом находится вылетная магистраль. Номера не блеск, но поспать можно. Рядом Пермский ипподром. Кафе и ресторанов в шаговой доступности нет.",,2,июль 2014 г.,май 2015 г.,0,_Vital_146,https://www.tripadvisor.ru/Profile/_Vital_146,1,0,325,230,6,160,"Пермь, Россия",дек. 2012 г.
Отель Gall&Anna Hotel Gall & Anna,https://www.tripadvisor.ru/Hotel_Review-g298516-d6667983-Reviews-Hotel_Gall_Anna-Perm_Perm_Krai_Volga_District.html,"Космонавтов шоссе, 166, Пермь 614000 Россия",Отели,Отели,Отели,6,Прокуренный номер,"Пришлось поехать в этот отель на одну ночь. Выбор был сделан исходя из расположения и цены. Соотношение цена/качество в принципе неплохое. Девушка на стойке была вежливая. Номер и ванная обставлены неплохо. Скорее всего отель пользуется спросом у влюблённых (и необязательно) парочек, чтобы уединиться на ночь. Большой минус отеля - это прокуренные номера, я сомневаюсь, что пахнет только в одном номере, в котором мы останавливались.",,3,октябрь 2014 г.,отзыв нояб. 2014,0,Александр У,https://www.tripadvisor.ru/Profile/_T191QH,0,0,46,37,4,38,"Пермь, Россия",февр. 2014 г.
Сити Hotel City,https://www.tripadvisor.ru/Hotel_Review-g298516-d8029292-Reviews-Hotel_City-Perm_Perm_Krai_Volga_District.html,"ул. Краснофлотская, 33, Пермь 614016 Россия",Отели,Отели,Отели,6,Ужаснее не встречала! Не бронируйте!,"Это ужас какой-то! Внешне симпатичный номер и на этом все! Расположен в подвальном помещении жилого дома, в номерах темно. Зашла в номер сырость и холод жуткий. Думала, что из-за подвального помещения! Сутки прожила нормально, спасал горячий душ. На вторые из под кровати давило воду грунтовую, пол был в воде, туалеты были наполнены водой. Поднимаются с весны грунтовые воды, жить естественно невозможно, Хозяйка позволила себе орать, хотела выставить неустойку за отказ, в итоге вернули деньги только к 2 часам дня с 9-ти утра то. Половина рабочего дня была потеряна! В этой ситуации продолжали сдавать номера. Подслушала разговор оказывается грунтовые воды их топят постоянно. Отсюда вода сырость и холод. Погладить стоит 200р, чайника в номере нет, стирка в машинке тоже платная. Более отвратительного отеля не встречала и клиентоориентированности! Бронировала на букинг там враньё типо со скидкой бронь, когда приехала номер стоил 1350!",,1,июнь 2018 г.,сент. 2018 г.,0,malinka888,https://www.tripadvisor.ru/Profile/malinka888,0,0,22,10,3,2,"Чита, Россия",апр. 2018 г.
Сити Hotel City,https://www.tripadvisor.ru/Hotel_Review-g298516-d8029292-Reviews-Hotel_City-Perm_Perm_Krai_Volga_District.html,"ул. Краснофлотская, 33, Пермь 614016 Россия",Отели,Отели,Отели,6,Это кошмар,"Не верьте фотографиям! В реальности все очень плохо, в номере пахнет сыростью, грязно. Тапочки в номере стоят поношенные, постельное белье застелено не первой свежести. В туалете так же присутствует запах канализации. Поскольку это цокольный этаж, пытаясь посмотреть в окно, видишь весь мусор , который люди скидывают в решетку. Про питание ничего сказать не могу, т.к. мы сбежали от туда сразу , как только зашли в номер.",,1,февраль 2017 г.,авг. 2017 г.,0,Alena_S_MSK,https://www.tripadvisor.ru/Profile/Alena_S_MSK,0,0,9,8,2,8,,авг. 2017 г.
Сити Hotel City,https://www.tripadvisor.ru/Hotel_Review-g298516-d8029292-Reviews-Hotel_City-Perm_Perm_Krai_Volga_District.html,"ул. Краснофлотская, 33, Пермь 614016 Россия",Отели,Отели,Отели,6,Приезжали на 3 дня,"Если будем в Перми, остановимся снова. Тихое место, недалёко от центральной улицы. Небольшой минус это цокольный этаж, когда приезжали на улице был дождь и на второй день было не понятно брать ли с собой зонт и как одеться)",,4,май 2017 г.,май 2017 г.,0,spanilana,https://www.tripadvisor.ru/Profile/spanilana,0,0,4,1,1,3,"Москва, Россия",янв. 2017 г.
Сити Hotel City,https://www.tripadvisor.ru/Hotel_Review-g298516-d8029292-Reviews-Hotel_City-Perm_Perm_Krai_Volga_District.html,"ул. Краснофлотская, 33, Пермь 614016 Россия",Отели,Отели,Отели,6,"За минимум денег,и если только переночевать.","Приехали мы туда после суточной поездки на поезде,хотелось отдохнуть... Находится отель в подвальном помещении,в номере стоял канализационный запах и сырость.Оставаться не было никого желания даже самого малого,что мы и сделали,расплатившись и зайдя в номер ,буквально через минут 20 забрали деньги,администратор не протестовал,хотя и пытался удержать нас бесплатными завтраками,у него не вышло.Постельное бельё было разным ,собранным из двух комплектов,мы приезжали в Пермь на неделю, в номере находились мало,но он был очень не удобен и не комфортен.Быстро нашли замену,забрали деньги и уехали,На фото выглядит не плохо,по факту разруха. Если отзыв читает хозяин -Сделайте с этим что-нибудь.",,2,январь 2017 г.,апр. 2017 г.,0,nikitwork,https://www.tripadvisor.ru/Profile/nikitwork,0,0,20,31,3,11,"Москва, Россия",март 2017 г.
Сити Hotel City,https://www.tripadvisor.ru/Hotel_Review-g298516-d8029292-Reviews-Hotel_City-Perm_Perm_Krai_Volga_District.html,"ул. Краснофлотская, 33, Пермь 614016 Россия",Отели,Отели,Отели,6,Ненадолго,"Все совсем плохо. Персонал не обращает должного внимания на посетителей. Номера не первой свежести, чистотой отель тоже не блещет. Поэтому возвращаться сюда нет никакого желания. Единственный плюс - расположен близко к центру города, пешком 5 мин.",,3,февраль 2015 г.,янв. 2016 г.,0,_Vital_146,https://www.tripadvisor.ru/Profile/_Vital_146,1,0,325,230,6,160,"Пермь, Россия",дек. 2012 г.
Сити Hotel City,https://www.tripadvisor.ru/Hotel_Review-g298516-d8029292-Reviews-Hotel_City-Perm_Perm_Krai_Volga_District.html,"ул. Краснофлотская, 33, Пермь 614016 Россия",Отели,Отели,Отели,6,Переночевать...,"По сути ночлежка. Кровать и санузел. А еще телевизор! И даже тапочки ))) Но ключей не дали. Зачем они Вам? ))) Случайно закрыла дверь в санузел. Пришлось среди ночи идти просить его открыть. Разумеется никаких завтраков. Но рядом есть кафешка. В-общем, все не так и плохо за сущие копейки )))",,3,апрель 2015 г.,май 2015 г.,0,HMCAT,https://www.tripadvisor.ru/Profile/HMCAT,1,0,17,6,3,71,"Москва, Россия",нояб. 2012 г.
"Отель ""Номера на Сибирской"" Nomera Na Sibirskoy",https://www.tripadvisor.ru/Hotel_Review-g298516-d5416543-Reviews-Nomera_Na_Sibirskoy-Perm_Perm_Krai_Volga_District.html,"Сибирская ул., 1, Пермь 614000 Россия",Отели,Отели,Отели,6,"Хостел ""Номера на Сибирской""","Ужасные условия, хостел назолится в подвальном помещении, дверь в комнату еле закрывается, держится все на соплях. Номер старый, маленький, еле развернуться можно. В душе все подряд, и прачка, и стирка и т.д, место для купания почти нет",,1,июль 2021 г.,июль 2021 г.,1,tarhova35,https://www.tripadvisor.ru/Profile/tarhova35,0,0,557,136,6,52,"Саратов, Россия",дек. 2016 г.
"Отель ""Номера на Сибирской"" Nomera Na Sibirskoy",https://www.tripadvisor.ru/Hotel_Review-g298516-d5416543-Reviews-Nomera_Na_Sibirskoy-Perm_Perm_Krai_Volga_District.html,"Сибирская ул., 1, Пермь 614000 Россия",Отели,Отели,Отели,6,Отдых,"Отличное месторасположение, хорошие и внимательные администраторы. А все остальное просто ужас. В моем номере 5 не было отопления, выдали обогреватель, но он ведь сжигает кислород. Простынь чистая, но такие надшитые, я видела только у некоторых стареньких бабушек, даже в хостеле такие не используют. Панели на стенах вздутые от влаги или подтопления, плечиков нет. Тапочки многоразовые (сланцы). В душевой нет держателя душа, в районе раковины нет полочки, отломана, шампунь и зубную пасту надо просить у администратора, так гласит надпись. Фен тоже надо просить, но его все равно не выдадут, потому что нет. В комнате оборванная антена и кронштейн от телевизора. WI-FI есть, но связь отвратная. А самое главное лицо отеля когда входишь дверь ужас, не знаю каких годов, ободранная. Администраторская находится в конце ""отеля"" и в ужасном состоянии. Типа у нас цены низкие, но при таком подходе можно всего лишиться. Ни кому не советую.",,2,январь 2020 г.,янв. 2020 г.,0,Татьяна,https://www.tripadvisor.ru/Profile/Andronovatb,1,0,24,22,3,8,"Омск, Россия",март 2019 г.
"Отель ""Номера на Сибирской"" Nomera Na Sibirskoy",https://www.tripadvisor.ru/Hotel_Review-g298516-d5416543-Reviews-Nomera_Na_Sibirskoy-Perm_Perm_Krai_Volga_District.html,"Сибирская ул., 1, Пермь 614000 Россия",Отели,Отели,Отели,6,Отвратительнейшее место,"Приехала в Пермь, бронировала через booking, вроде по фотографиям прилично выглядит, чистенько, НО все абсолютно не так!!! Начну по-порядку: ✔️Цена ✔️Расположение ❌Трудно найти: вход где-то со двора через закрытые ворота, приходится звонить так называемом администратору. ❌Парковки нет 😾 ❌Заходишь в подъезд и идёшь в ПОДВАЛ 😱 ❌Пахнет сыростью 🤢 ❌В ногомойнике, так называемом душе плесень по стенам и углам 🤮 ❌В комнатке на полу грязные коврики😬 ❌Белье все перезастиранное и с пятнами 🙄 ❌Слышимость ужасная: пыталась уснуть, а в соседнем номере драли какую-то бабу, да так, словно убивали. А ведь там ещё и с детьми останавливались 😳 ❌Вид из зарешеченных деревянных подвальных окон на сланцы проходящих, и колеса проезжающих машин 😵 ❌Страшно оставлять багаж. Дверь запирается дверной ручкой, которую легко открыть, подковырнув ножичком. Кроме того, ключ от каморки отдаёшь ""администратору"" 🤨 ❌Персонал: так называемый ""администратор"" - тётка пропитого вида, в растянутой майке, шортах, с синей наколкой (не татуировкой, которые бывают красивыми, а именно наколкой, как у отсидевшей), с прркуренным голосом. Очень запущенная мадам🤦🏻‍♀️ ❌Утром отказались вернуть деньги за вторую ночь, поскольку я решила покинуть это зловонное место. Пришлось припугнуть проверками из СЭС, Роспотребнадзора и других инстанций. 😠 ❌Посуда со сколами и не идеально чистая ☹️ В общем полнейший кошмар. Очень не рекомендую посещать, а вообще по сути надо закрыть эту ночлежку.",,1,август 2018 г.,июль 2019 г.,1,Крис,https://www.tripadvisor.ru/Profile/KisaLeva,0,0,188,29,5,16,Россия,май 2018 г.
"Отель ""Номера на Сибирской"" Nomera Na Sibirskoy",https://www.tripadvisor.ru/Hotel_Review-g298516-d5416543-Reviews-Nomera_Na_Sibirskoy-Perm_Perm_Krai_Volga_District.html,"Сибирская ул., 1, Пермь 614000 Россия",Отели,Отели,Отели,6,"Отвратительный безответственный отель, будьте готовы к любому повороту событий с вашей бронью.","Отвратительный стиль работы с клиентами. Подтвержденное бронирование и выполнение договоренностей значит для них мало. При подтверждении брони и моего раннего заезда отель в одностороннем порядке продлил бронь тем, кто жил в моем будущем номере. И просто позвонил мне в день моего вылета к ним! С тем, чтобы сообщить, что всё, что они могут предложить- это переселить меня в другой отель. Никакие логические доводы о том, что это нарушение взятых обязательств сотрудники отеля и их руководство понять не может. Ваша работа - отвратительна.",,1,август 2017 г.,авг. 2017 г.,0,NadezhdaUlybina,https://www.tripadvisor.ru/Profile/NadezhdaUlybina,0,0,18,11,3,25,"Москва, Россия",апр. 2012 г.
"Отель ""Номера на Сибирской"" Nomera Na Sibirskoy",https://www.tripadvisor.ru/Hotel_Review-g298516-d5416543-Reviews-Nomera_Na_Sibirskoy-Perm_Perm_Krai_Volga_District.html,"Сибирская ул., 1, Пермь 614000 Россия",Отели,Отели,Отели,6,Отлично только месторасположение и радушие,"Был в командировке и решил опять остановится в этом отеле.Пожалел. За год все изменилось в худшую сторону.Все тот же подвал (есть правда окна из которых видно асфальт), номера сдаются и на час и на два с вытекающими отсюда обстоятельствами для тех кто остановился на сутки))) Среди достоинств по прежнему месторасположение (до набережной минут 5-7 пешком + практически центр), радушие администраторов и недорогая цена, но полазив в инете за эти же деньги можно найти очень хороший отдельный номер в хостеле, что я и сделал на вторые сутки командировки.Вывод: если Вы совсем неприхотливы и нужен недорогой центр,то можно.",,3,май 2015 г.,июль 2015 г.,0,dm987,https://www.tripadvisor.ru/Profile/dm987,0,0,757,333,6,64,Москва,нояб. 2013 г.
"Отель ""Номера на Сибирской"" Nomera Na Sibirskoy",https://www.tripadvisor.ru/Hotel_Review-g298516-d5416543-Reviews-Nomera_Na_Sibirskoy-Perm_Perm_Krai_Volga_District.html,"Сибирская ул., 1, Пермь 614000 Россия",Отели,Отели,Отели,6,Ну если уж совсем мало денег,"Две положительные черты этого отеля-месторасположение ( набережная реки Кама и центральные улицы в шаговой доступности) и душевность Администраторов (женщины средних лет), во всем остальном - привыкаешь долго.Вход через подъезд внутри двора жилого дома (есть звонок). Войдя, понимаешь, что дальнейший путь в подвал,мимо труб.Нужно отметить, что подвал в уютном состоянии.Пройдя по техническому коридору, выходишь к жилому коридору,где двери в комнаты (номера).В номере кровать, телевизор (который мало что ловит), душевая (отдельно в каждом номере). В этом же коридоре находится комната дежурного по отелю, в ней же стоит стиральная машина, есть возможность погладить.Сначала испытываешь некоторый шок, что ты в подвале (окна в номере на уровне земли или ниже), но потом как-то привыкаешь,особенно с учётом того радушия, которое тебе оказывают дежурные.Услуги завтрак - нет.Моей целью было сэкономить на стоимости проживания, что удалось на все 100 %, но лучше наверное все-таки доплатить и взять более комфортное.",,3,июль 2014 г.,окт. 2014 г.,0,dm987,https://www.tripadvisor.ru/Profile/dm987,0,0,757,333,6,64,Москва,нояб. 2013 г.
Моника Monika Hotel,https://www.tripadvisor.ru/Hotel_Review-g298516-d2706156-Reviews-Monika_Hotel-Perm_Perm_Krai_Volga_District.html,"ул. Пермская, 126, Пермь 614000 Россия",Отели,Отели,Отели,25,Позитив!,"Мне очень нравится данный отель не только за его чистоту, доброе отношение к постояльцам, но и за хорошее местоположение : находится в центре города, близко все достопримечательности , театры, больницы .",,5,август 2019 г.,авг. 2019 г.,2,tanyapravednikova,https://www.tripadvisor.ru/Profile/tanyapravednikova,0,0,1,2,0,1,,авг. 2019 г.
Моника Monika Hotel,https://www.tripadvisor.ru/Hotel_Review-g298516-d2706156-Reviews-Monika_Hotel-Perm_Perm_Krai_Volga_District.html,"ул. Пермская, 126, Пермь 614000 Россия",Отели,Отели,Отели,25,Хороший бюджетный отель.,"Номера небольшие, но есть все необходимое - ванная, туалет, холодильник, телевизор, вай-фай. В стоимость питания входит завтрак. Есть услуги прачечной. Удачное рамположение. Очень вежливый и отзывчивый персонал!",,4,август 2019 г.,авг. 2019 г.,2,irinasaltanova2010,https://www.tripadvisor.ru/Profile/irinasaltanova2010,0,0,1,2,0,1,,авг. 2019 г.
Моника Monika Hotel,https://www.tripadvisor.ru/Hotel_Review-g298516-d2706156-Reviews-Monika_Hotel-Perm_Perm_Krai_Volga_District.html,"ул. Пермская, 126, Пермь 614000 Россия",Отели,Отели,Отели,25,отлично,"Просто, но чисто и уютно. Гостеприимные сотрудники, сытный завтрак (на выбор несколько вариантов), уютный номер. В номере есть шампунь, мыло, полотенца, халат, одноразовые тапки. Фен также предоставляют по просьбе.",,5,август 2019 г.,авг. 2019 г.,2,shep732019,https://www.tripadvisor.ru/Profile/shep732019,0,0,1,2,0,2,,авг. 2019 г.
Моника Monika Hotel,https://www.tripadvisor.ru/Hotel_Review-g298516-d2706156-Reviews-Monika_Hotel-Perm_Perm_Krai_Volga_District.html,"ул. Пермская, 126, Пермь 614000 Россия",Отели,Отели,Отели,25,Отель «Моника»,"Было все отлично. Персонал приветливый, отзывчивый. В номере чисто, уютно, по-домашнему. Заселялся в 7 номер. Завтраки вкусные. Советую останавливаться в данном отеле. Если еще раз поеду в Пермь, обязательно остановлюсь в этом отеле еще раз.",,5,июль 2019 г.,июль 2019 г.,2,migalkin86,https://www.tripadvisor.ru/Profile/migalkin86,0,0,1,2,0,1,,июль 2019 г.
Моника Monika Hotel,https://www.tripadvisor.ru/Hotel_Review-g298516-d2706156-Reviews-Monika_Hotel-Perm_Perm_Krai_Volga_District.html,"ул. Пермская, 126, Пермь 614000 Россия",Отели,Отели,Отели,25,хорший маленткий отель,"спасибо за отзывчивость персонала. разрешили рано приехать, не взяли ни копейки лишней за это. оставили чемоданы до вечера без проблем. номера маленькие, но удобное расположение гостиницы, ночью тихо.",,4,апрель 2019 г.,апр. 2019 г.,1,Dream01952963557,https://www.tripadvisor.ru/Profile/Dream01952963557,0,0,1,1,0,1,,апр. 2019 г.
